onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
718.680	3.600	FORREST (V.O.)	1	speech	regular	HS	Ich kann mich noch an die Busfahrt am ersten Schultag erinnern.	
722.640	1.040	FORREST (V.O.)	1	speech	regular;addendum	none	ganz genau	
723.960	2.040	ERZAEHLER	1	speech	regular	HS	Die rauchende Busfahrerin sieht Forrest an.	
726.280	1.040	DOROTHY HARRIS	1	speech	asking	question	Kommst du oder kommst du nicht?	
727.840	0.640	FORREST (child)	1	speech	regular	HS	Mama sagt,	
728.560	2.560	FORREST (child)	1	speech	regular	NS	ich darf nicht bei Fremden ins Auto einsteigen.	indirekte Rede
731.480	1.440	DOROTHY HARRIS	1	speech	regular	HS	Das hier ist der Bus zur Schule.	
733.320	2.000	ERZAEHLER	1	speech	regular	HS	Forrest bleibt unschlüssig vor der Tür stehen.	
736.400	1.840	FORREST (child)	1	speech	regular	HS	Ich bin Forrest, Forrest Gump.	
739.160	1.280	DOROTHY HARRIS	1	speech	regular	HS	Ich bin Dorothy Harris.	
741.040	2.000	FORREST (child)	1	speech	regular	HS	Dann sind sie ja jetzt keine Fremde mehr.	
743.280	0.400	DOROTHY HARRIS	1	non	regular	none	mmpf	
743.920	0.920	ERZAEHLER	1	speech	regular	HS	Dorothy schmunzelt.	
745.040	2.560	ERZAEHLER	1	speech	regular	HS	Forrest steigt etwas mühsam mit seinen Beinschienen ein.	
752.120	3.440	ERZAEHLER	1	speech	regular	AND	Er geht durch den fast voll besetzten Bus und blickt auf zwei Jungs in einer Bank.	
755.760	1.080	BOY #1	1	speech	regular	HS	Hier sitzt schon einer.	
758.120	134.800	OST	0	song	instrumental	instrumental		
759.680	0.560	BOY #2	1	speech	regular	none	Hier auch	
760.600	1.320	ERZAEHLER	1	speech	regular	HS	Der Platz neben ihm ist leer.	
762.320	2.520	ERZAEHLER	1	speech	regular	HS;relativ	Forrest sieht ein Mädchen an, das neben einem anderen sitzt.	
765.040	0.800	ERZAEHLER	1	speech	regular	HS	Es schüttelt den Kopf.	
766.240	2.120	ERZAEHLER	1	speech	regular	HS	Weit hinten sitzt ein Junge auch allein in einer Bank.	
768.440	1.600	BOY #3	1	speech	regular	HS	Hier kannst du auch nicht sitzen.	
771.400	0.640	FORREST (V.O.)	1	speech	regular	none	Komisch	
772.440	1.960	FORREST (V.O.)	1	speech	regular	NS	Was man noch aus seiner Kinderzeit weiß.	
774.960	0.240	FORREST (V.O.)	1	speech	regular	none	...weil,...	
775.680	2.400	FORREST (V.O.)	1	speech	regular	HS;NS	...ich kann mich nicht daran erinnern, wie ich geboren wurde.	###HS?NS?###
779.400	0.160	FORREST	1	speech	regular	none	Ich	
780.080	5.680	FORREST	1	speech	regular	complex	Ich weiß auch nicht mehr, was ich zu meinem ersten Weihnachtsfest gekriegt habe und nichts von meinem aller ersten Picnic, aber...	##none, incomplete, addendum standard?#
787.120	3.880	FORREST	1	speech	regular;addendum	HS;NS	...dafür weiß ich ganz genau, wann ich das erste Mal mal die süßeste Stimme…	
791.040	1.680	FORREST (V.O.)	1	speech	regular;addendum	NS	auf der ganzen welt gehört habe.	
793.080	1.720	JENNY (child)	1	speech	regular	NS;HS	Wenn du willst, kannst du hier sitzen.	
795.560	1.920	ERZAEHLER	1	speech	regular	HS	Ein zierliches, blondes Mädchen schaut ihn an.	
798.120	3.840	FORREST (V.O.)	1	speech	regular	HS	Ich hatte noch nie in meinem Leben etwas so schönes gesehen.	
802.080	1.800	FORREST (V.O.)	1	speech	regular	HS	Sie war wie ein Engel.	
804.480	0.640	JENNY (child)	1	speech	asking	question	Was ist?	
805.240	1.320	JENNY (child)	1	speech	asking	question	Setzt du dich hin oder nicht?	
808.080	2.480	ERZAEHLER	1	speech	regular	AND	Forrest setzt sich und senkt verlegen den Blick.	
811.880	1.560	JENNY (child)	1	speech	asking	question	Was ist denn mit deinen Beinen?	
813.880	0.200	FORREST (child)	1	non	regular	none	ähm	
814.120	1.240	FORREST (child)	1	speech	regular	none	Überhaupt nichts, danke	
815.520	2.000	FORREST (child)	1	speech	regular	HS	Meine Beine sind ordentlich in Ordnung.	
818.720	1.480	FORREST (V.O.)	1	speech	regular	HS	Ich saß also da im Bus.	
819.680	1.920	JENNY (child)	1	speech	asking	question	Wieso hast du denn dann solche Schuhe an?	
821.000	1.600	FORREST (V.O.)	1	speech	regular;addendum	HS	Und wir haben uns unterhalten.	
822.320	7.360	FORREST (child)	0	speech	regular	HS;NS;	Meine Mama sagt, mein Rücken ist krumm; wie ein Fragezeichen.	
823.280	1.800	FORREST (V.O.)	1	speech	regular;addendum	none	Die ganze Fahrt bis zur Schule	
825.680	2.360	FORREST (child)	0	speech	regular	HS	Die Schuhe machen mich wieder kerzengerade.	###das sind meine Zauberschuhe.###
828.240	1.440	FORREST (child)	0	speech	regular	HS	Es sind meine Zauberschuhe.	
825.720	1.320	FORREST (V.O.)	1	speech	regular	incomplete	Abgesehen von Mama...	
827.880	1.800	FORREST (V.O.)	1	speech	regular	completion;HS	...hat nie jemand mit mir geredet.	
830.080	1.200	FORREST (V.O.)	1	speech	regular;addendum	HS	Oder mich was gefragt.	
831.920	1.920	JENNY (child)	1	speech	regular	HS;NS	Kann es sein, dass du dumm bist oder sowas?	
834.000	0.840	FORREST (child)	1	speech	regular	HS	Mama sagt:	
834.840	2.040	FORREST (child)	1	speech	regular	HS;relativ	Dumm ist der, der Dummes tut.	direkte Rede
838.360	0.720	JENNY (child)	1	speech	regular	HS	Ich bin Jenny.	
839.160	0.840	ERZAEHLER	1	speech	regular	HS	Sie gibt ihm die Hand.	
840.160	1.800	FORREST (child)	1	speech	regular	HS	Ich bin Forrest, Forrest Gump.	
842.800	2.280	FORREST (V.O.)	1	speech	regular	HS	Von dem Tag an waren wir immer zusammen.	
845.280	0.960	FORREST (V.O.)	1	speech	regular;addendum	none	Jenny und ich	
846.360	1.680	FORREST (V.O.)	1	speech	regular	HS	Wir waren wie Pech und Schwefel.	
848.400	1.120	ERZAEHLER	1	speech	regular	HS	Sie laufen zu einer Eiche.	
849.800	2.440	FORREST (V.O.)	1	speech	regular	HS;NS	Sie hat mir beigebracht, wie man klettert.	
852.520	0.880	JENNY (child)	1	speech	regular	imperative;address	Komm, Forrest!	
853.840	1.000	JENNY (child)	1	speech	regular	HS	Du kannst das auch.	
854.320	2.240	FORREST (V.O.)	1	speech	regular	HS;NS	Und ich hab ihr gezeigt, wie man hangelt.	
856.600	1.400	ERZAEHLER	1	speech	regular	HS	Er hängt mit einer Hand am Ast.	
857.480	4.000	FORREST (child)	0	speech	regular	none	...ein gutes... Kleines... Äffchen...	
858.920	2.120	FORREST (V.O.)	1	speech	regular	HS	Sie hat mir beim Lesenlernen geholfen.	
862.040	2.000	FORREST (V.O.)	1	speech	regular	HS;NS	Und ich hab ihr gezeigt, wie man schaukelt.	
864.320	1.360	ERZAEHLER	1	speech	regular	HS	Er hängt kopfüber im Baum.	
866.280	3.320	FORREST (V.O.)	1	speech	regular	AND	Und manchmal saßen wir einfach nur so da und warteten auf die Sterne.	
869.640	2.560	FORREST (child)	1	speech	regular	HS	Mama macht sich bestimmt Sorgen um mich.	
872.800	1.600	JENNY (child)	1	speech	regular	imperative	Bleib doch noch ein bisschen länger!	
874.520	1.360	ERZAEHLER	1	speech	regular	HS	Auf dem Baum nimmt sie seine Hand.	
875.960	3.040	FORREST (V.O.)	1	speech	regular	HS	Aus irgendeinem Grund wollte Jenny nie nach Hause gehen.	
879.680	1.120	FORREST (child)	1	speech	regular	address	Ok, Jenny	
880.920	0.760	FORREST (child)	1	speech	regular	HS	Ich bleibe.	
882.720	3.040	FORREST (V.O.)	1	speech	regular	HS	Sie war meine aller beste Freundin.	
885.840	2.280	ERZAEHLER	1	speech	regular	HS	Auf der Wartebank blickt Forrest traurig vor sich hin.	
888.520	1.360	FORREST	1	speech	regular;addendum	none	Meine einzige Freundin.	
890.120	2.280	ERZAEHLER	1	speech	regular	HS	Die Krankenschwester sieht ungerührt in ihre Zeitschrift.	
893.640	0.960	FORREST	1	speech	regular	HS	Meine Mama sagte immer:	
894.640	1.520	FORREST	1	speech	regular	HS	Wunder passieren an jedem Tag.	direkte Rede
896.280	0.920	ERZAEHLER	1	speech	regular	HS	Die Schwester blickt hoch.	
897.240	2.600	FORREST	1	speech	regular	HS;NS;NS	Es gibt Leute, die glauben nicht daran, aber es ist so.	
900.160	2.640	ERZAEHLER	1	speech	regular	none	Forrest und Jenny auf einem Weg.	
901.760	0.920	ERZAEHLER	1	speech	regular	HS	Etwas trifft ihm am Kopf.	
902.720	0.800	BOY #1	1	speech	regular	address	Hey, Blödmann	
903.800	0.920	ERZAEHLER	1	speech	regular	HS	Forrest kippt um.	
904.920	2.000	BOY #2	1	speech	regular	question	Bist du zurückgeblieben oder einfach nur blöd?	
907.400	1.400	BOY #3	1	speech	regular	HS	Nein, ich bin Forrest Gump.	direkte Rede
908.920	1.560	JENNY (child)	1	speech	commanding	imperative;NS	Hör gar nicht auf das, was sie sagen!	
911.800	2.280	JENNY (child)	1	speech	commanding	imperative;address;imperative;address;imperative	Lauf, Forrest, lauf, Forrest, lauf	
914.840	0.800	BOY #2	1	speech	commanding	none	Auf die Räder	
915.680	0.720	BOY #3	1	speech	commanding	imperative	Macht schnell!	
917.960	0.800	BOY #3	1	speech	exclamation	HS	Los gehts!	
918.720	1.080	BOY #2	1	speech	regular	HS	Wir kriegen ihn schon.	
920.600	0.840	BOY #2	1	speech	exclamation	HS	Den greifen wir uns.	
921.880	1.360	ERZAEHLER	1	speech	regular	HS	Die Drei jagen an Jenny vorbei.	
923.280	1.680	JENNY (child)	1	speech	regular	imperative;address;imperative	Lauf, Forrest, Lauf	
925.600	1.080	JENNY (child)	1	speech	regular	imperative;address	Lauf, Forrest	
926.760	1.240	ERZAEHLER	1	speech	regular	HS	Er stakst den Weg entlang.	
928.560	1.160	BOY #1	1	speech	regular	HS	Wir kriegen dich schon.	
927.240	121.960	OST	0	song	instrumental	instrumental		
931.440	0.880	ERZAEHLER	1	speech	regular	HS	Forrest wird schneller.	
933.400	1.800	ERZAEHLER	1	speech	regular	HS	Die Jungs auf ihren Rädern holen langsam auf.	
937.080	2.280	ERZAEHLER	1	speech	regular	HS	Behindert durch die Schienen hastet Forrest weiter.	
939.600	0.720	ERZAEHLER	1	speech	regular	none	In Zeitlupe	
941.000	2.240	ERZAEHLER	1	speech	regular	HS	Mit seinen steifen Beinen macht er ungelenke Schritte.	
943.520	2.680	JENNY (child)	1	speech	regular	imperative;address;imperative	Lauf, Forrest, Lauf	
946.760	1.960	ERZAEHLER	1	speech	regular	HS	Die Verfolger treten verbissen in die Pedale.	
948.920	1.600	ERZAEHLER	1	speech	regular	HS	Gehetzt sieht sich Forrest zu ihnen um.	
950.920	1.320	ERZAEHLER	1	speech	regular	HS	Er hat eine Platzwunde an der Stirn.	
953.920	2.920	ERZAEHLER	1	speech	regular	HS;NS	Im Laufen beginnt Forrest plötzlich, die Knie zu beugen.	
957.960	1.600	ERZAEHLER	1	speech	regular	HS	Die Halterungen der Schienen reißen ab.	
960.440	1.520	ERZAEHLER	1	speech	regular	HS	Einzelteile fliegen durch die Luft.	
966.960	1.560	ERZAEHLER	1	speech	regular	HS	Die letzten Teile fallen ab.	
970.520	1.600	ERZAEHLER	1	speech	regular	HS	Forrest starrt entschlossen nach vorn.	
972.440	1.680	ERZAEHLER	1	speech	regular	HS	Die Jungs fahren durch die Reste der Schienen.	
976.560	3.040	FORREST (V.O.)	1	speech	regular	HS;NS	Sie werden mir das wahrscheinlich nicht glauben, wenn ich Ihnen das erzähle.	
979.720	0.760	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
981.000	1.920	FORREST	1	speech	regular;addendum	HS	Aber ich kann laufen so schnell wie der Wind.	
983.440	2.720	ERZAEHLER	1	speech	regular	HS	Die Krankenschwester nickt ohne von ihrer Zeitschrift aufzuschauen.	
986.480	0.960	FORREST	1	speech	regular	incomplete	Von dem Tag an...	
988.080	1.320	FORREST	1	speech	regular;addendum	completion	...bin ich nirgendwo mehr hingegangen.	
990.240	1.640	FORREST	1	speech	exclamation	HS	Ich bin nur noch gelaufen.	
992.120	0.640	BOY #2	1	speech	regular	HS	Er haut ab.	
993.320	0.960	ERZAEHLER	1	speech	regular	HS	Die drei Jungs stoppen.	
994.640	2.560	ERZAEHLER	1	speech	regular	HS	Verblüfft sehen sie dem davonrasenden Forrest nach.	
997.600	1.960	ERZAEHLER	1	speech	regular;addendum	relativ	...der eine Staubwolke hinter sich her zieht.	
999.680	0.520	BOY #2	1	speech	exclamation	none	So ein Mist	
1001.200	3.960	ERZAEHLER	1	speech	regular	AND	Forrest biegt vom Weg ab und flitzt über eine große Wiese auf eine Baumreihe zu.	
1007.320	2.360	ERZAEHLER	1	speech	regular	HS;relativ	Und überquert eine kleine Brücke, auf der Angler sitzen.	
1013.880	3.640	ERZAEHLER	1	speech	regular	HS;relativ	Er rennt an Sträflingen vorbei, die den Grünstreifen am Straßenrand bearbeiten.	
1018.560	3.640	ERZAEHLER	1	speech	regular	AND	In Greenbow jagt er am Friseurladen vorbei und wirbelt dabei eine Zeitung hoch.	
1022.480	1.600	ERZAEHLER	1	speech	regular	HS	Drei Männer im Laden glotzen ihm nach.	
1024.040	0.560	MAN	1	speech	exclamation	imperative	Sieh mal an!	
1024.680	1.920	MAN	1	speech	regular	HS	Jetzt läuft er auch noch wie'n Verrückter.	
1027.280	2.680	ERZAEHLER	1	speech	regular	HS	Forrest rast auf ein kleines, ärmliches Farmhaus zu.	
1030.120	2.960	FORREST (V.O.)	1	speech	regular	HS;NS	Vorhin hab ich Ihnen doch erzählt, dass Jenny nie nach Hause wollte.	
1033.640	3.800	FORREST (V.O.)	1	speech	regular	HS;NS	Sie wohnte in einem Haus, das war ungefähr so alt wie Alabama.	
1038.080	2.760	FORREST (V.O.)	1	speech	regular	HS;NS	Ihre Mama war in den Himmel gekommen, als Jenny 5 war.	###HS;NS?###
1041.000	1.800	FORREST (V.O.)	1	speech	regular;addendum	HS	Und ihr Daddy war sowas wie ein...	
1043.200	0.440	FORREST (V.O.)	1	speech	regular;addendum	none	...Farmer.	
1045.560	0.720	FORREST (child)	1	speech	asking	address	Jenny?	
1046.760	1.840	FORREST (V.O.)	1	speech	regular	HS	Er war ein sehr liebevoller Mann.	
1049.120	3.840	FORREST (V.O.)	1	speech	regular	AND	Dauernd hat er sie und ihre Schwestern gestreichelt und geküsst.	
1053.040	2.000	ERZAEHLER	1	speech	regular	HS;relativ	Er entdeckt Jenny, die bei einem Tabakfeld steht.	
1055.200	1.040	FORREST (V.O.)	1	speech	regular	incomplete	An diesem einen Tag...	
1056.640	2.000	FORREST (V.O.)	1	speech	regular	completion;HS	...war Jenny nicht im Schulbus gewesen.	
1059.480	0.440	FORREST (child)	1	speech	regular	address	Jenny	
1060.000	1.960	FORREST (child)	1	speech	asking	question	Warum bist du heute nicht in der Schule gewesen?	
1061.960	0.360	JENNY (child)	1	non	commanding	none	Psst!	
1062.680	1.480	JENNY (child)	1	speech	regular	HS	Daddy ist gerade eingeschlafen.	
1064.840	0.720	JENNY'S DAD	1	speech	regular	address	Jenny	
1065.880	0.600	JENNY (child)	1	speech	commanding	imperative	Komm schnell!	
1066.680	1.200	ERZAEHLER	1	speech	regular	HS	Sie zieht Forrest ins Feld.	
1068.040	0.760	JENNY'S DAD	1	speech	regular	address	Jenny	
1069.160	1.000	JENNY'S DAD	1	speech	asking	question	Wo rennst du denn hin?	
1071.680	1.840	JENNY'S DAD	1	speech	commanding	imperative;NS;address	Mach, dass du ins Haus kommst, Mädchen!	
1073.640	1.840	ERZAEHLER	1	speech	regular	HS	Ihr Vater stapft durch die brusthohen Pflanzen.	
1075.560	0.720	JENNY'S DAD	1	speech	asking	question	Wo bist du?	
1077.200	1.160	ERZAEHLER	1	speech	regular	none	In seiner Hand ein Flachmann	
1078.560	1.760	ERZAEHLER	1	speech	regular	HS	Jenny zieht Forrest in ein hohes Maisfeld.	
1080.560	0.560	JENNY'S DAD	1	speech	regular	address	Jenny	
1081.360	39.760	OST	0	song	instrumental	instrumental		
1081.800	0.640	JENNY'S DAD	1	speech	regular	address	Jenny	
1082.880	0.840	JENNY'S DAD	1	speech	asking	question	Wo bist du?	
1083.960	2.000	ERZAEHLER	1	speech	regular	HS	Zwischen den Pflanzen knien sich die Kinder hin.	
1086.440	0.640	JENNY'S DAD	1	speech	regular	address	Jenny	
1087.880	1.200	JENNY (child)	1	speech	regular	imperative;address	Bete mit mir, Forrest!	
1089.400	0.880	JENNY (child)	1	speech	regular	imperative	Bete mit mir!	
1090.600	0.880	JENNY'S DAD	1	speech	regular	address	Jenny	
1091.560	0.600	JENNY (child)	1	speech	regular	address	Lieber Gott	
1092.480	4.160	JENNY (child)	1	speech	regular	imperative;NS;NS2	Mach, dass ich ein Vogel werde, damit ich von hier wegfliegen kann, weit weit weg.	
1096.960	0.600	JENNY (child)	1	speech	regular	address	Lieber Gott	
1097.880	2.520	JENNY (child)	1	speech	regular	imperative;NS;NS2	Mach, dass ich ein Vogel werde, damit ich weit, weit..	
1101.840	1.440	FORREST (V.O.)	1	speech	regular	HS	Mama hat immer sagt:	
1103.480	1.560	FORREST (V.O.)	1	speech	regular	HS	Gottes Wege sind rätselhaft.	direkte Rede
1105.080	0.720	JENNY'S DAD	1	speech	regular	address	Jenny	
1106.000	2.920	FORREST (V.O.)	1	speech	regular	HS	Er hat an dem Tag keinen Vogel aus Jenny gemacht.	
1108.280	1.120	JENNY'S DAD	0	speech	regular	undistinguishable	Komm sofort zurück!	
1109.520	3.560	FORREST (V.O.)	1	speech	regular	incomplete	Aber dafür hat er dafür gesorgt, dass die Polizei gesagt hat:	###
1113.240	2.400	FORREST (V.O.)	1	speech	regular	HS	Jenny braucht nie mehr in das Haus zurück zu gehen.	direkte Rede
1116.080	4.960	FORREST (V.O.)	1	speech	regular	HS	Von da an wohnte sie bei ihrere Großmutter gleich drüben, an der Creekmore Avenue.	
1121.120	1.520	FORREST (V.O.)	1	speech	regular	HS	Das hat mich sehr glücklich gemacht.	
1122.720	1.000	FORREST (V.O.)	1	speech	regular;addendum	HS	Denn es war so nah.	
1124.440	22.480	OST	0	song	instrumental	instrumental		
1125.320	3.800	FORREST (V.O.)	1	speech	regular	AND	Machmal schlich Jenny sich nachts heimlich davon und kam rüber zu mir.	
1129.600	1.480	FORREST (V.O.)	1	speech	regular	HS;NS	Das war, weil sie Angst hatte.	
1131.200	0.600	FORREST (V.O.)	1	speech	regular;addendum	HS	...sagte sie.	
1131.840	1.120	ERZAEHLER	1	speech	regular	none	Die Zwei im Bett	
1132.800	1.240	FORREST (V.O.)	1	speech	regular	incomplete	Wovor sie Angst hatte,...	
1134.400	0.600	FORREST (V.O.)	1	speech	regular;addendum	completion;HS	...weiß ich nicht.	
1135.720	62.360	FORREST (V.O.)	1	speech	regular	HS;NS	Ich glaube, es war der Hund von ihrer Großmutter.	
1138.400	1.560	FORREST (V.O.)	1	speech	regular	HS	Es war ein sehr böser Hund.	
1140.880	0.560	FORREST (V.O.)	1	speech	regular	none	Na, egal	
1141.680	4.280	FORREST (V.O.)	1	speech	regular	AND	Jenny und ich, wir waren die besten Freunde und das blieb auch so bis zur High School.	
1146.000	0.960	ERZAEHLER	1	speech	regular	HS	Etwas trifft ihn.	
1147.320	1.080	OLDER BOY #1	1	speech	regular	address	Hey, Blödmann	
1148.480	0.840	JENNY	1	speech	commanding	imperative	Verzieh dich!	
1149.360	0.960	ERZAEHLER	1	speech	regular	none	Jenny als Teenager	
1150.560	1.160	JENNY	1	speech	regular	imperative;address	Lauf, Forrest, Lauf!	
1151.800	1.080	OLDER BOY #1	1	speech	regular	address	Hey, Blödmann	
1151.600	88.080	DUANE EDDY	0	song	instrumental	instrumental	“Rebel Rouser”	
1153.280	1.440	OLDER BOY #1	1	speech	asking	question	Hast du nicht gehört?	
1154.200	0.440	OLDER BOY #1	1	speech	regular	address	Blödmann	
1154.720	0.800	JENNY	1	speech	regular	imperative;address	Lauf, Forrest	
1155.600	2.240	ERZAEHLER	1	speech	regular	HS	Der Werfer springt zu den zwei anderen auf einen Pickup.	
1158.000	1.360	OLDER BOY #2	1	speech	regular	imperative;address	Bleib stehen, du Trottel!	
1160.760	0.960	JENNY	1	speech	regular	imperative;address	Lauf, Forrest!	
1161.960	0.880	JENNY	1	speech	regular	imperative	Lauf!	
1162.800	3.600	OLDER BOY #1	1	speech	asking	question;NS	Du glaubst du bist schneller als wir?	
1164.920	1.160	OLDER BOY #1	1	speech	regular	imperative	Na, los, dann zeigs uns!	###
1166.600	2.480	MAN IN TRUCK 1	1	non	regular	none	Ahahahaaaahahaha	###
1168.200	3.000	OLDER BOY #1	1	speech	regular	imperative;imperative;imperative	Lauf! Lauf! Mach schon!	###
1169.200	0.480	OLDER BOY #2	1	speech	regular	imperative	Nun Lauf!	###
1171.120	2.160	OLDER BOY #1	1	speech	regular;addendum	HS;NS	Aber so schnell bist du nicht, dass wir dich nicht kriegen.	
1173.480	1.200	MAN IN TRUCK 2	1	non	regular	none	Ahahaaaaahahaha	
1174.720	0.960	OLDER BOY #1	1	speech	regular	imperative;address	Na, lauf, du Blödmann!	
1177.000	1.680	ERZAEHLER	1	speech	regular	HS	Der Pickup fährt dicht hinter Forrest.	
1178.840	1.360	ERZAEHLER	1	speech	regular	HS	Der biegt wieder auf die Wiese.	
1180.480	3.720	PEOPLE IN TRUCK	1	non	regular	none	hahahahah	
1180.960	0.920	ERZAEHLER	1	speech	regular;addendum	none	...der Pickup hinterher	
1184.400	1.680	PEOPLE IN TRUCK	1	non	regular	none	huhuhuhuhuhuhu	
1186.200	0.480	MAN IN TRUCK 3	1	non	regular	none	whooo	
1187.000	2.400	MAN IN TRUCK 1	1	non	regular	none	ahahahahahahaha	
1187.280	0.800	MAN IN TRUCK 3	1	non	regular	none	whooo whooo	
1189.760	0.600	JENNY	1	speech	regular	imperative	Lauf!	
1190.480	0.880	JENNY	1	speech	regular	address	Forrest	
1191.440	1.040	ERZAEHLER	1	speech	regular	HS	Er springt über einen Zaun.	
1192.080	0.000	PEOPLE IN TRUCK	1	non	regular	none	ieaaaaah	
1192.600	0.400	MAN IN TRUCK 3	1	non	regular	none	whooo	
1193.400	0.760	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
1194.280	1.040	FORREST	1	speech	regular	HS	Es wurde ganz normal.	
1195.600	1.920	FORREST	1	speech	regular	NS;HS	Da, wo ich hinwollte, bin ich hingelaufen.	
1199.320	2.000	FORREST	1	speech	regular	HS;NS	Ich hätte nie gedacht, dass mir das mal was bringt.	
1201.640	1.280	ERZAEHLER	1	speech	regular	HS	Forrest rennt auf einer Straße.	
1203.120	0.880	ERZAEHLER	1	speech	regular	HS	Der Pickup folgt ihm.	
